id,area_px,centroid_x,centroid_y,bbox_x_min,bbox_y_min,bbox_x_max,bbox_y_max,bbox_width,bbox_height,perimeter_px,circularity
46,2322,653.0968992248062,632.4707149009474,617,611,687,652,71,42,192.95331740379333,0.7837320009496306
48,3975,926.1788679245283,645.1987421383648,875,606,979,684,105,79,291.9482650756836,0.58605071411717
49,3331,823.8312818973282,646.1023716601621,779,620,869,673,91,54,239.72286868095398,0.7283926662564189
50,2414,547.1362883181441,646.40057995029,510,621,583,671,74,51,202.65180158615112,0.7386627384975226
51,4259,463.6590749002113,648.5351021366517,407,612,519,683,113,72,299.8061294555664,0.5954379198975162
52,2617,273.83874665647687,661.2178066488345,231,641,312,680,82,40,208.95331704616547,0.7532082133130908
53,1852,650.9713822894169,681.1360691144708,622,657,681,704,60,48,171.5807340145111,0.7905217139828975
54,5095,342.2245338567223,684.7205103042198,281,639,398,729,118,91,330.81832218170166,0.5850256973708713
55,3672,702.7145969498911,688.2230392156863,683,628,725,742,43,115,275.09545278549194,0.6097414413880868
56,3630,1050.0600550964186,707.8793388429752,1020,664,1079,755,60,92,248.45079112052917,0.7389851667391132
57,2199,860.1441564347431,713.0413824465667,823,694,895,731,73,38,188.12489020824432,0.7808049796636749
58,1648,665.9745145631068,725.8665048543689,642,702,689,752,48,51,157.09545254707336,0.8391504736532082
59,2441,435.3859074149939,739.3588693158541,414,701,458,778,45,78,200.99494743347168,0.7592894449929997
61,1009,838.1189296333004,747.802775024777,818,732,857,765,40,34,121.154327750206,0.8638198227406947
62,1917,869.660406885759,780.8502869066249,840,758,898,804,59,47,174.02438497543335,0.7954479404881128
63,2170,772.2304147465438,793.3290322580646,750,763,793,827,44,65,181.78174424171448,0.8252187085777072
64,5180,589.6469111969112,806.203861003861,532,763,650,849,119,87,327.1614673137665,0.6081564667487236
65,3978,1082.5065359477123,827.1053293112117,1022,804,1143,848,122,45,288.8944422006607,0.598957860794912
66,2309,825.4681680381117,827.8938934603725,807,791,845,866,39,76,194.02438533306122,0.7707635429867857
67,2121,672.9556812824139,837.4247996228195,649,804,693,867,45,64,182.02438497543335,0.8044357963156896
68,4710,465.0660297239915,838.996178343949,418,786,517,890,100,105,321.0609641075134,0.5741901791989262
69,2097,568.8130662851693,862.6361468764902,535,842,604,882,70,41,183.43859827518463,0.7831173542421486
70,1951,915.3172731932342,877.6171194259355,897,846,936,906,40,61,171.6396096944809,0.8322084033812109
72,1436,463.7075208913649,902.1782729805014,438,885,487,920,50,36,144.81118190288544,0.8605182942484229
73,4381,761.1342159324355,911.512440082173,727,855,792,969,66,115,299.4213526248932,0.6140695766676018
74,4818,712.6176836861769,915.3686176836861,677,855,747,980,71,126,325.5634881258011,0.5712224582155478
75,3845,538.8665799739922,937.8996098829649,482,915,596,962,115,48,279.8233743906021,0.6170753941246288
76,1903,258.91539674198634,950.4282711508145,239,921,280,978,42,58,166.71067655086517,0.8604424423851893
77,2677,889.2738139708629,982.6604407919313,868,942,911,1025,44,84,213.5807341337204,0.7374525561066892
78,3976,814.7837022132796,1023.0628772635815,773,979,854,1069,82,91,276.0487689971924,0.6556689387268742
79,4495,919.7588431590656,1024.2616240266964,893,962,944,1083,52,122,299.9655097723007,0.6277647357108499
80,1760,526.7948863636364,1029.7801136363637,498,1011,557,1051,60,41,165.78174436092377,0.8047280171875121
81,2547,601.0757754220651,1103.6446800157048,566,1074,633,1132,68,59,204.551295876503,0.7649522715192693
82,1685,718.5216617210682,1180.6569732937685,687,1164,752,1196,66,33,167.63960886001587,0.7534535639725708
